[5/14/2026 2:09 PM] Alex S: [13:45:41] [QUERY] CMD: 010C | RES: 410C164F 
[13:45:51] [QUERY] CMD: 010D | RES: 410D27 
[13:45:51] [QUERY] CMD: 010C | RES: 410C17E4 
[13:45:51] [QUERY] CMD: 0105 | RES: 410580 
[13:45:51] [QUERY] CMD: 0111 | RES: 41113C 
[13:45:51] [QUERY] CMD: 010D | RES: 410D27 
[13:45:51] [QUERY] CMD: 010C | RES: 410C180B 
[13:45:51] [QUERY] CMD: 0105 | RES: 410580 
[13:45:52] [QUERY] CMD: 0111 | RES: 411144 
[13:45:52] [QUERY] CMD: 010D | RES: 410D27 
[13:45:52] [QUERY] CMD: 010C | RES: 410C18B5 
[13:45:52] [QUERY] CMD: 0105 | RES: 410580 
[13:45:52] [QUERY] CMD: 0111 | RES: 411145 
[13:45:52] [QUERY] CMD: 010D | RES: 410D28 
[13:45:52] [QUERY] CMD: 010C | RES: 410C192B 
[13:45:53] [QUERY] CMD: 0105 | RES: 410580 
[13:45:53] [QUERY] CMD: 0111 | RES: 411144 
[13:45:53] [QUERY] CMD: 010D | RES: 410D29 
[13:45:53] [QUERY] CMD: 010C | RES: 410C19C7 
[13:45:53] [QUERY] CMD: 0105 | RES: 410580 
[13:45:53] [QUERY] CMD: 0111 | RES: 411146 
[13:45:53] [QUERY] CMD: 010D | RES: 410D2A
[5/14/2026 2:09 PM] Alex S: [13:45:54] [QUERY] CMD: 010C | RES: 410C1B4B 
[13:45:54] [QUERY] CMD: 0105 | RES: 410580 
[13:45:54] [QUERY] CMD: 0111 | RES: 41114C 
[13:45:54] [QUERY] CMD: 010D | RES: 410D2B 
[13:45:54] [QUERY] CMD: 010C | RES: 410C1D04 
[13:45:54] [QUERY] CMD: 0105 | RES: 410580 
[13:45:55] [QUERY] CMD: 015E | RES: NO DATA 
[13:45:55] [QUERY] CMD: 0104 | RES: 4104C7 
[13:45:55] [QUERY] CMD: 010F | RES: 410F41 
[13:45:55] [QUERY] CMD: 0111 | RES: 41114F 
[13:45:55] [QUERY] CMD: 010D | RES: 410D2E 
[13:45:55] [QUERY] CMD: 010C | RES: 410C1E26 
[13:45:55] [QUERY] CMD: 0105 | RES: 410580 
[13:45:56] [QUERY] CMD: 0111 | RES: 41114D 
[13:45:56] [QUERY] CMD: 010D | RES: 410D2F 
[13:45:56] [QUERY] CMD: 010C | RES: 410C1D8B 
[13:45:56] [QUERY] CMD: 0105 | RES: 410580 
[13:45:56] [QUERY] CMD: 0111 | RES: 411149 
[13:45:56] [QUERY] CMD: 010D | RES: 410D30 
[13:45:56] [QUERY] CMD: 010C | RES: 410C1C14 
[13:45:56] [QUERY] CMD: 0105 | RES: 410580 
[13:45:57] [QUERY] CMD: 0111 | RES: 41113F 
[13:45:57] [QUERY] CMD: 010D | RES: 410D31 
[13:45:57] [QUERY] CMD: 010C | RES: 410C1848 
[13:45:57] [QUERY] CMD: 0105 | RES: 410580 
[13:45:57] [QUERY] CMD: 0111 | RES: 411140 
[13:45:57] [QUERY] CMD: 010D | RES: 410D32 
[13:45:58] [QUERY] CMD: 010C | RES: 410C1668 
[13:45:58] [QUERY] CMD: 0105 | RES: 410581 
[13:45:58] [QUERY] CMD: 0111 | RES: 411140 
[13:45:58] [QUERY] CMD: 010D | RES: 410D33 
[13:45:58] [QUERY] CMD: 010C | RES: 410C1607 
[13:45:58] [QUERY] CMD: 0105 | RES: 410581 
[13:45:58] [QUERY] CMD: 0111 | RES: 411145 
[13:45:59] [QUERY] CMD: 010D | RES: 410D33 
[13:45:59] [QUERY] CMD: 010C | RES: 410C1719 
[13:45:59] [QUERY] CMD: 0105 | RES: 410581 
[13:45:59] [QUERY] CMD: 0111 | RES: 411148 
[13:45:59] [QUERY] CMD: 010D | RES: 410D33 
[13:45:59] [QUERY] CMD: 010C | RES: 410C17C9 
[13:45:59] [QUERY] CMD: 0105 | RES: 410581 
[13:46:00] [QUERY] CMD: 0111 | RES: 411147 
[13:46:00] [QUERY] CMD: 010D | RES: 410D33 
[13:46:00] [QUERY] CMD: 010C | RES: 410C183B 
[13:46:00] [QUERY] CMD: 0105 | RES: 410581 
[13:46:00] [QUERY] CMD: 0111 | RES: 411142 
[13:46:01] [QUERY] CMD: 010D | RES: 410D33 
[13:46:01] [QUERY] CMD: 010C | RES: 410C16E5 
[13:46:01] [QUERY] CMD: 0105 | RES: 410581 
[13:46:01] [QUERY] CMD: 015E | RES: NO DATA 
[13:46:01] [QUERY] CMD: 0104 | RES: 41044E 
[13:46:01] [QUERY] CMD: 010F | RES: 410F41 
[13:46:02] [QUERY] CMD: 0111 | RES: 411129 
[13:46:02] [QUERY] CMD: 010D | RES: 410D30 
[13:46:02] [QUERY] CMD: 010C | RES: 410C146B 
[13:46:02] [QUERY] CMD: 0105 | RES: 410581 
[13:46:02] [QUERY] CMD: 0111 | RES: 41112E 
[13:46:02] [QUERY] CMD: 010D | RES: 410D2F 
[13:46:03] [QUERY] CMD: 010C | RES: 410C13FA 
[13:46:03] [QUERY] CMD: 0105 | RES: 410581 
[13:46:03] [QUERY] CMD: 0111 | RES: 411136 
[13:46:03] [QUERY] CMD: 010D | RES: 410D2E 
[13:46:03] [QUERY] CMD: 010C | RES: 410C1626 
[13:46:03] [QUERY] CMD: 0105 | RES: 410581 
[13:46:03] [QUERY] CMD: 0111 | RES: 411146 
[13:46:04] [QUERY] CMD: 010D | RES: 410D2D 
[13:46:04] [QUERY] CMD: 010C | RES: 410C1B3B 
[13:46:04] [QUERY] CMD: 0105 | RES: 410582 
[13:46:04] [QUERY] CMD: 0111 | RES: 411147 
[13:46:04] [QUERY] CMD: 010D | RES: 410D2D 
[13:46:04] [QUERY] CMD: 010C | RES: 410C1C3A 
[13:46:04] [QUERY] CMD: 0105 | RES: 410582 
[13:46:05] [QUERY] CMD: 0111 | RES: 41114D 
[13:46:05] [QUERY] CMD: 010D | RES: 410D2D 
[13:46:05] [QUERY] CMD: 010C | RES: 410C1D1F 
[13:46:05] [QUERY] CMD: 0105 | RES: 410582 
[13:46:05] [QUERY] CMD: 0111 | RES: 411154 
[13:46:05] [QUERY] CMD: 010D | RES: 410D2E 
[13:46:05] [QUERY] CMD: 010C | RES: 410C1DFF 
[13:46:06] [QUERY] CMD: 0105 | RES: 410582 
[13:46:06] [QUERY] CMD: 0111 | RES: 411154 
[13:46:06] [QUERY] CMD: 010D | RES: 410D2F 
[13:46:06] [QUERY] CMD: 010C | RES: 410C1EA3 
[13:46:06] [QUERY] CMD: 0105 | RES: 410582 
[13:46:06] [QUERY] CMD: 0111 | RES: 41114F 
[13:46:07] [QUERY] CMD: 010D | RES: 410D30
[5/14/2026 2:09 PM] Alex S: [13:46:07] [QUERY] CMD: 010C | RES: 410C1ECC 
[13:46:07] [QUERY] CMD: 0105 | RES: 410582 
[13:46:07] [QUERY] CMD: 0111 | RES: 41114F 
[13:46:07] [QUERY] CMD: 010D | RES: 410D31 
[13:46:07] [QUERY] CMD: 010C | RES: 410C1E73 
[13:46:07] [QUERY] CMD: 0105 | RES: 410582 
[13:46:08] [QUERY] CMD: 015E | RES: NO DATA 
[13:46:08] [QUERY] CMD: 0104 | RES: 4104BB 
[13:46:08] [QUERY] CMD: 010F | RES: 410F40 
[13:46:08] [QUERY] CMD: 0111 | RES: 411146 
[13:46:08] [QUERY] CMD: 010D | RES: 410D33 
[13:46:09] [QUERY] CMD: 010C | RES: 410C1B88 
[13:46:09] [QUERY] CMD: 0105 | RES: 410582 
[13:46:09] [QUERY] CMD: 0111 | RES: 411145 
[13:46:09] [QUERY] CMD: 010D | RES: 410D33 
[13:46:09] [QUERY] CMD: 010C | RES: 410C1B07 
[13:46:09] [QUERY] CMD: 0105 | RES: 410582 
[13:46:09] [QUERY] CMD: 0111 | RES: 411143 
[13:46:10] [QUERY] CMD: 010D | RES: 410D33 
[13:46:10] [QUERY] CMD: 010C | RES: 410C1A7B 
[13:46:10] [QUERY] CMD: 0105 | RES: 410582 
[13:46:10] [QUERY] CMD: 0111 | RES: 41112C 
[13:46:10] [QUERY] CMD: 010D | RES: 410D33 
[13:46:10] [QUERY] CMD: 010C | RES: 410C1950 
[13:46:10] [QUERY] CMD: 0105 | RES: 410582 
[13:46:11] [QUERY] CMD: 0111 | RES: 411134 
[13:46:11] [QUERY] CMD: 010D | RES: 410D32 
[13:46:11] [QUERY] CMD: 010C | RES: 410C17F9 
[13:46:11] [QUERY] CMD: 0105 | RES: 410582 
[13:46:11] [QUERY] CMD: 0111 | RES: 41112B 
[13:46:11] [QUERY] CMD: 010D | RES: 410D32 
[13:46:12] [QUERY] CMD: 010C | RES: 410C17FF 
[13:46:12] [QUERY] CMD: 0105 | RES: 410582 
[13:46:12] [QUERY] CMD: 0111 | RES: 411126 
[13:46:12] [QUERY] CMD: 010D | RES: 410D31 
[13:46:12] [QUERY] CMD: 010C | RES: 410C173B 
[13:46:12] [QUERY] CMD: 0105 | RES: 410582 
[13:46:12] [QUERY] CMD: 0111 | RES: 411126 
[13:46:13] [QUERY] CMD: 010D | RES: 410D2D 
[13:46:13] [QUERY] CMD: 010C | RES: 410C16FB 
[13:46:13] [QUERY] CMD: 0105 | RES: 410583 
[13:46:13] [QUERY] CMD: 0111 | RES: 411126 
[13:46:13] [QUERY] CMD: 010D | RES: 410D2A 
[13:46:13] [QUERY] CMD: 010C | RES: 410C1737 
[13:46:13] [QUERY] CMD: 0105 | RES: 410583 
[13:46:13] [QUERY] CMD: 0111 | RES: 411126 
[13:46:14] [QUERY] CMD: 010D | RES: 410D28 
[13:46:14] [QUERY] CMD: 010C | RES: 410C16E8 
[13:46:14] [QUERY] CMD: 0105 | RES: 410583 
[13:46:14] [QUERY] CMD: 015E | RES: NO DATA 
[13:46:14] [QUERY] CMD: 0104 | RES: 410426 
[13:46:14] [QUERY] CMD: 010F | RES: 410F42 
[13:46:15] [QUERY] CMD: 0111 | RES: 411126 
[13:46:15] [QUERY] CMD: 010D | RES: 410D24 
[13:46:15] [QUERY] CMD: 010C | RES: 410C1713 
[13:46:15] [QUERY] CMD: 0105 | RES: 410583 
[13:46:15] [QUERY] CMD: 0111 | RES: 411126 
[13:46:15] [QUERY] CMD: 010D | RES: 410D21 
[13:46:16] [QUERY] CMD: 010C | RES: 410C16DE 
[13:46:16] [QUERY] CMD: 0105 | RES: 410583 
[13:46:16] [QUERY] CMD: 0111 | RES: 411126 
[13:46:16] [QUERY] CMD: 010D | RES: 410D1F 
[13:46:16] [QUERY] CMD: 010C | RES: 410C16DE 
[13:46:16] [QUERY] CMD: 0105 | RES: 410583 
[13:46:16] [QUERY] CMD: 0111 | RES: 411126 
[13:46:16] [QUERY] CMD: 010D | RES: 410D1D 
[13:46:17] [QUERY] CMD: 010C | RES: 410C16C1 
[13:46:17] [QUERY] CMD: 0105 | RES: 410583 
[13:46:17] [QUERY] CMD: 0111 | RES: 411126 
[13:46:17] [QUERY] CMD: 010D | RES: 410D1A 
[13:46:17] [QUERY] CMD: 010C | RES: 410C16A0 
[13:46:17] [QUERY] CMD: 0105 | RES: 410583 
[13:46:18] [QUERY] CMD: 0111 | RES: 411126 
[13:46:18] [QUERY] CMD: 010D | RES: 410D19 
[13:46:18] [QUERY] CMD: 010C | RES: 410C16B7 
[13:46:18] [QUERY] CMD: 0105 | RES: 410583 
[13:46:18] [QUERY] CMD: 0111 | RES: 411126 
[13:46:18] [QUERY] CMD: 010D | RES: 410D16 
[13:46:18] [QUERY] CMD: 010C | RES: 410C15F5 
[13:46:19] [QUERY] CMD: 0105 | RES: 410583 
[13:46:19] [QUERY] CMD: 0111 | RES: 411126 
[13:46:19] [QUERY] CMD: 010D | RES: 410D14 
[13:46:19] [QUERY] CMD: 010C | RES: 410C0FE8 
[13:46:19] [QUERY] CMD: 0105 | RES: 410583 
[13:46:19] [QUERY] CMD: 0111 | RES: 411125 
[13:46:19] [QUERY] CMD: 010D | RES: 410D12
[5/14/2026 2:09 PM] Alex S: [13:46:20] [QUERY] CMD: 010C | RES: 410C1550 
[13:46:20] [QUERY] CMD: 0105 | RES: 410583 
[13:46:20] [QUERY] CMD: 0111 | RES: 411126 
[13:46:20] [QUERY] CMD: 010D | RES: 410D11 
[13:46:20] [QUERY] CMD: 010C | RES: 410C14E8 
[13:46:20] [QUERY] CMD: 0105 | RES: 410583 
[13:46:21] [QUERY] CMD: 015E | RES: NO DATA 
[13:46:21] [QUERY] CMD: 0104 | RES: 410425 
[13:46:21] [QUERY] CMD: 010F | RES: 410F43 
[13:46:21] [QUERY] CMD: 0111 | RES: 411125 
[13:46:21] [QUERY] CMD: 010D | RES: 410D0E 
[13:46:21] [QUERY] CMD: 010C | RES: 410C1317 
[13:46:21] [QUERY] CMD: 0105 | RES: 410583 
[13:46:22] [QUERY] CMD: 0111 | RES: 411125 
[13:46:22] [QUERY] CMD: 010D | RES: 410D0E 
[13:46:22] [QUERY] CMD: 010C | RES: 410C12BC 
[13:46:22] [QUERY] CMD: 0105 | RES: 410583 
[13:46:22] [QUERY] CMD: 0111 | RES: 411125 
[13:46:22] [QUERY] CMD: 010D | RES: 410D0D 
[13:46:22] [QUERY] CMD: 010C | RES: 410C1258 
[13:46:23] [QUERY] CMD: 0105 | RES: 410583 
[13:46:23] [QUERY] CMD: 0111 | RES: 411125 
[13:46:23] [QUERY] CMD: 010D | RES: 410D0D 
[13:46:23] [QUERY] CMD: 010C | RES: 410C121F 
[13:46:23] [QUERY] CMD: 0105 | RES: 410583 
[13:46:23] [QUERY] CMD: 0111 | RES: 411125 
[13:46:23] [QUERY] CMD: 010D | RES: 410D0D 
[13:46:24] [QUERY] CMD: 010C | RES: 410C11FF 
[13:46:24] [QUERY] CMD: 0105 | RES: 410583 
[13:46:24] [QUERY] CMD: 0111 | RES: 41112F 
[13:46:24] [QUERY] CMD: 010D | RES: 410D0D 
[13:46:24] [QUERY] CMD: 010C | RES: 410C180D 
[13:46:24] [QUERY] CMD: 0105 | RES: 410583 
[13:46:25] [QUERY] CMD: 0111 | RES: 411131 
[13:46:25] [QUERY] CMD: 010D | RES: 410D0E 
[13:46:25] [QUERY] CMD: 010C | RES: 410C1B03 
[13:46:25] [QUERY] CMD: 0105 | RES: 410583 
[13:46:25] [QUERY] CMD: 0111 | RES: 41112D 
[13:46:25] [QUERY] CMD: 010D | RES: 410D10 
[13:46:25] [QUERY] CMD: 010C | RES: 410C1839 
[13:46:26] [QUERY] CMD: 0105 | RES: 410583 
[13:46:26] [QUERY] CMD: 0111 | RES: 411129 
[13:46:26] [QUERY] CMD: 010D | RES: 410D10 
[13:46:26] [QUERY] CMD: 010C | RES: 410C17C1 
[13:46:26] [QUERY] CMD: 0105 | RES: 410583 
[13:46:26] [QUERY] CMD: 0111 | RES: 411127 
[13:46:26] [QUERY] CMD: 010D | RES: 410D10 
[13:46:27] [QUERY] CMD: 010C | RES: 410C143B 
[13:46:27] [QUERY] CMD: 0105 | RES: 410583 
[13:46:27] [QUERY] CMD: 015E | RES: NO DATA 
[13:46:27] [QUERY] CMD: 0104 | RES: 410445 
[13:46:27] [QUERY] CMD: 010F | RES: 410F43 
[13:46:27] [QUERY] CMD: 0111 | RES: 411129 
[13:46:28] [QUERY] CMD: 010D | RES: 410D11 
[13:46:28] [QUERY] CMD: 010C | RES: 410C1674 
[13:46:28] [QUERY] CMD: 0105 | RES: 410583 
[13:46:28] [QUERY] CMD: 0111 | RES: 411126 
[13:46:28] [QUERY] CMD: 010D | RES: 410D11 
[13:46:28] [QUERY] CMD: 010C | RES: 410C156D 
[13:46:29] [QUERY] CMD: 0105 | RES: 410583 
[13:46:29] [QUERY] CMD: 0111 | RES: 411125 
[13:46:29] [QUERY] CMD: 010D | RES: 410D12 
[13:46:29] [QUERY] CMD: 010C | RES: 410C14E3 
[13:46:29] [QUERY] CMD: 0105 | RES: 410583 
[13:46:29] [QUERY] CMD: 0111 | RES: 411125 
[13:46:29] [QUERY] CMD: 010D | RES: 410D11 
[13:46:30] [QUERY] CMD: 010C | RES: 410C13A9 
[13:46:30] [QUERY] CMD: 0105 | RES: 410583 
[13:46:30] [QUERY] CMD: 0111 | RES: 411127 
[13:46:30] [QUERY] CMD: 010D | RES: 410D11 
[13:46:30] [QUERY] CMD: 010C | RES: 410C1514 
[13:46:30] [QUERY] CMD: 0105 | RES: 410583 
[13:46:30] [QUERY] CMD: 0111 | RES: 41112B 
[13:46:31] [QUERY] CMD: 010D | RES: 410D12 
[13:46:31] [QUERY] CMD: 010C | RES: 410C16BA 
[13:46:31] [QUERY] CMD: 0105 | RES: 410583 
[13:46:31] [QUERY] CMD: 0111 | RES: 41112B 
[13:46:31] [QUERY] CMD: 010D | RES: 410D13 
[13:46:31] [QUERY] CMD: 010C | RES: 410C14CA 
[13:46:31] [QUERY] CMD: 0105 | RES: 410583 
[13:46:32] [QUERY] CMD: 0111 | RES: 41112A 
[13:46:32] [QUERY] CMD: 010D | RES: 410D13 
[13:46:32] [QUERY] CMD: 010C | RES: 410C14B7 
[13:46:32] [QUERY] CMD: 0105 | RES: 410583 
[13:46:32] [QUERY] CMD: 0111 | RES: 41112A 
[13:46:32] [QUERY] CMD: 010D | RES: 410D14
[5/14/2026 2:09 PM] Alex S: [13:46:32] [QUERY] CMD: 010C | RES: 410C148C 
[13:46:33] [QUERY] CMD: 0105 | RES: 410583 
[13:46:33] [QUERY] CMD: 0111 | RES: 411125 
[13:46:33] [QUERY] CMD: 010D | RES: 410D15 
[13:46:33] [QUERY] CMD: 010C | RES: 410C1472 
[13:46:33] [QUERY] CMD: 0105 | RES: 410583 
[13:46:34] [QUERY] CMD: 015E | RES: NO DATA 
[13:46:34] [QUERY] CMD: 0104 | RES: 410424 
[13:46:34] [QUERY] CMD: 010F | RES: 410F43 
[13:46:34] [QUERY] CMD: 0111 | RES: 411126 
[13:46:34] [QUERY] CMD: 010D | RES: 410D14 
[13:46:34] [QUERY] CMD: 010C | RES: 410C1094 
[13:46:34] [QUERY] CMD: 0105 | RES: 410583 
[13:46:35] [QUERY] CMD: 0111 | RES: 411125 
[13:46:35] [QUERY] CMD: 010D | RES: 410D13 
[13:46:35] [QUERY] CMD: 010C | RES: 410C12E5 
[13:46:35] [QUERY] CMD: 0105 | RES: 410583 
[13:46:35] [QUERY] CMD: 0111 | RES: 411125 
[13:46:35] [QUERY] CMD: 010D | RES: 410D12 
[13:46:36] [QUERY] CMD: 010C | RES: 410C12A6 
[13:46:36] [QUERY] CMD: 0105 | RES: 410583 
[13:46:36] [QUERY] CMD: 0111 | RES: 411125 
[13:46:36] [QUERY] CMD: 010D | RES: 410D12 
[13:46:36] [QUERY] CMD: 010C | RES: 410C12B4 
[13:46:36] [QUERY] CMD: 0105 | RES: 410583 
[13:46:36] [QUERY] CMD: 0111 | RES: 411125 
[13:46:37] [QUERY] CMD: 010D | RES: 410D11 
[13:46:37] [QUERY] CMD: 010C | RES: 410C1254 
[13:46:37] [QUERY] CMD: 0105 | RES: 410583 
[13:46:37] [QUERY] CMD: 0111 | RES: 411125 
[13:46:37] [QUERY] CMD: 010D | RES: 410D11 
[13:46:37] [QUERY] CMD: 010C | RES: 410C11AA 
[13:46:37] [QUERY] CMD: 0105 | RES: 410583 
[13:46:38] [QUERY] CMD: 0111 | RES: 411126 
[13:46:38] [QUERY] CMD: 010D | RES: 410D10 
[13:46:38] [QUERY] CMD: 010C | RES: 410C11ED 
[13:46:38] [QUERY] CMD: 0105 | RES: 410583 
[13:46:38] [QUERY] CMD: 0111 | RES: 411125 
[13:46:38] [QUERY] CMD: 010D | RES: 410D0F 
[13:46:39] [QUERY] CMD: 010C | RES: 410C11B1 
[13:46:39] [QUERY] CMD: 0105 | RES: 410583 
[13:46:39] [QUERY] CMD: 0111 | RES: 411126 
[13:46:39] [QUERY] CMD: 010D | RES: 410D0D 
[13:46:39] [QUERY] CMD: 010C | RES: 410C10DE 
[13:46:39] [QUERY] CMD: 0105 | RES: 410583 
[13:46:39] [QUERY] CMD: 0111 | RES: 411126 
[13:46:40] [QUERY] CMD: 010D | RES: 410D0C 
[13:46:40] [QUERY] CMD: 010C | RES: 410C10B2 
[13:46:40] [QUERY] CMD: 0105 | RES: 410583 
[13:46:40] [QUERY] CMD: 015E | RES: NO DATA 
[13:46:40] [QUERY] CMD: 0104 | RES: 410432 
[13:46:40] [QUERY] CMD: 010F | RES: 410F44 
[13:46:41] [QUERY] CMD: 0111 | RES: 411126 
[13:46:41] [QUERY] CMD: 010D | RES: 410D0B 
[13:46:41] [QUERY] CMD: 010C | RES: 410C0FDC 
[13:46:41] [QUERY] CMD: 0105 | RES: 410583 
[13:46:41] [QUERY] CMD: 0111 | RES: 411127 
[13:46:41] [QUERY] CMD: 010D | RES: 410D0A 
[13:46:42] [QUERY] CMD: 010C | RES: 410C0F81 
[13:46:42] [QUERY] CMD: 0105 | RES: 410583 
[13:46:42] [QUERY] CMD: 0111 | RES: 411127 
[13:46:42] [QUERY] CMD: 010D | RES: 410D0A 
[13:46:42] [QUERY] CMD: 010C | RES: 410C0F3A 
[13:46:42] [QUERY] CMD: 0105 | RES: 410583 
[13:46:42] [QUERY] CMD: 0111 | RES: 411127 
[13:46:43] [QUERY] CMD: 010D | RES: 410D0A 
[13:46:43] [QUERY] CMD: 010C | RES: 410C0F42 
[13:46:43] [QUERY] CMD: 0105 | RES: 410583 
[13:46:43] [QUERY] CMD: 0111 | RES: 411127 
[13:46:43] [QUERY] CMD: 010D | RES: 410D0A 
[13:46:43] [QUERY] CMD: 010C | RES: 410C0FE7 
[13:46:43] [QUERY] CMD: 0105 | RES: 410583 
[13:46:44] [QUERY] CMD: 0111 | RES: 411126 
[13:46:44] [QUERY] CMD: 010D | RES: 410D0B 
[13:46:44] [QUERY] CMD: 010C | RES: 410C104F 
[13:46:44] [QUERY] CMD: 0105 | RES: 410583 
[13:46:44] [QUERY] CMD: 0111 | RES: 411126 
[13:46:44] [QUERY] CMD: 010D | RES: 410D0B 
[13:46:45] [QUERY] CMD: 010C | RES: 410C1037 
[13:46:45] [QUERY] CMD: 0105 | RES: 410583 
[13:46:45] [QUERY] CMD: 0111 | RES: 411126 
[13:46:45] [QUERY] CMD: 010D | RES: 410D0A 
[13:46:45] [QUERY] CMD: 010C | RES: 410C0FCF 
[13:46:45] [QUERY] CMD: 0105 | RES: 410584 
[13:46:45] [QUERY] CMD: 0111 | RES: 411127 
[13:46:46] [QUERY] CMD: 010D | RES: 410D0A
[5/14/2026 2:09 PM] Alex S: [13:46:46] [QUERY] CMD: 010C | RES: 410C0F6C 
[13:46:46] [QUERY] CMD: 0105 | RES: 410584 
[13:46:46] [QUERY] CMD: 0111 | RES: 411127 
[13:46:46] [QUERY] CMD: 010D | RES: 410D09 
[13:46:46] [QUERY] CMD: 010C | RES: 410C0EEB 
[13:46:47] [QUERY] CMD: 0105 | RES: 410584 
[13:46:47] [QUERY] CMD: 015E | RES: NO DATA 
[13:46:47] [QUERY] CMD: 0104 | RES: 41043A 
[13:46:47] [QUERY] CMD: 010F | RES: 410F44 
[13:46:47] [QUERY] CMD: 0111 | RES: 411127 
[13:46:48] [QUERY] CMD: 010D | RES: 410D08 
[13:46:48] [QUERY] CMD: 010C | RES: 410C0E01 
[13:46:48] [QUERY] CMD: 0105 | RES: 410584 
[13:46:48] [QUERY] CMD: 0111 | RES: 411127 
[13:46:48] [QUERY] CMD: 010D | RES: 410D07 
[13:46:48] [QUERY] CMD: 010C | RES: 410C0DA6 
[13:46:48] [QUERY] CMD: 0105 | RES: 410584 
[13:46:48] [QUERY] CMD: 0111 | RES: 411127 
[13:46:49] [QUERY] CMD: 010D | RES: 410D07 
[13:46:49] [QUERY] CMD: 010C | RES: 410C0D80 
[13:46:49] [QUERY] CMD: 0105 | RES: 410584 
